feat_mode	scenario	model	variant	accuracy	precision	recall	f1	auc
orig_stats7	Original	DT	grid_best_fold1	0.62	0.2	0.02857142857142857	0.05	0.5953846153846154
orig_stats7	Original	DT	grid_best_fold2	0.56	0.41818181818181815	0.6571428571428571	0.5111111111111111	0.6753846153846154
orig_stats7	Original	DT	grid_best_fold3	0.58	0.39285714285714285	0.3055555555555556	0.34375	0.60546875
orig_stats7	Original	DT	grid_best_fold4	0.71	0.5945945945945946	0.6111111111111112	0.6027397260273972	0.6851128472222222
orig_stats7	Original	DT	grid_best_fold5	0.63	0.48484848484848486	0.4444444444444444	0.463768115942029	0.609375
orig_stats7	Original	DT	grid_best_fold6	0.67	0.5428571428571428	0.5277777777777778	0.5352112676056338	0.6388888888888888
orig_stats7	Original	DT	grid_best_fold7	0.59	0.4528301886792453	0.6666666666666666	0.5393258426966292	0.6475694444444444
orig_stats7	Original	DT	grid_best_fold8	0.6	0.4090909090909091	0.25	0.3103448275862069	0.6564670138888888
orig_stats7	Original	DT	grid_best_fold9	0.6	0.4473684210526316	0.4722222222222222	0.4594594594594595	0.6187065972222221
orig_stats7	Original	DT	grid_best_fold10	0.56	0.38235294117647056	0.3611111111111111	0.37142857142857144	0.6330295138888888
orig_stats7	Original	RF	grid_best_fold1	0.61	0.4473684210526316	0.4857142857142857	0.4657534246575342	0.6514285714285715
orig_stats7	Original	RF	grid_best_fold2	0.58	0.3793103448275862	0.3142857142857143	0.34375	0.6399999999999999
orig_stats7	Original	RF	grid_best_fold3	0.7	0.6363636363636364	0.3888888888888889	0.4827586206896552	0.7886284722222222
orig_stats7	Original	RF	grid_best_fold4	0.69	0.6086956521739131	0.3888888888888889	0.4745762711864407	0.7391493055555556
orig_stats7	Original	RF	grid_best_fold5	0.66	0.53125	0.4722222222222222	0.5	0.73046875
orig_stats7	Original	RF	grid_best_fold6	0.69	0.5925925925925926	0.4444444444444444	0.5079365079365079	0.75390625
